,AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,Year
73,111-33-10100,Prospect Creek,7/26/13,,58.05082551,-133.8153469,,58.0660972,-133.8341556,,NA,NA,,2031.30247,450,Chum Salmon,950,0,NA,950,0,NA,NA,NA,NA,NA,2013
74,111-33-10100,Prospect Creek,7/27/13,,58.06603248,-133.8340635,,58.07045839,-133.8404558,,NA,NA,,620.7584334,450,Chum Salmon,950,6,NA,956,8,0,0,8,0,8,2013
75,111-33-10100,Prospect Creek,8/20/13,,58.05631868,-133.8248423,,58.05961708,-133.8275,,NA,NA,,399.4741969,450,Chum Salmon,74,100,NA,174,111,19,17.92,106,19,87,2013
76,111-33-10100,Prospect Creek,7/23/14,"First day at creek this season. Partly cloudy/overcast, slight breeze, no rain during survey. Dropped off part way up main channel, still in tide flats, 1 hour after low tide. Only dead fish were apparent bear predation (1 tail, 1 side of salmon). ~5-10% of live fish with mold spots. Very buggy in lower reach (no-see-ums). Fast rapid section of creek very difficult/dangerous to walk, bypassed in forest. 189 live fish before forest bypass. Trail cleared in forest bypass. Hiked to reach upper reach of stream, ~1 hour past last seen live chum, segment contained cobble larger than fist, ~100m portion of which was fast riffles/rapids without pools. Dolly varden, American Dippers, and Mergansers present. Bear seen on return route in lower reach. Two live sampled fish taken on return trip. Handled 1 male and 1 female live pre-spawn chum.",58.05294698,-133.8204792,,58.08306193,-133.8640321,,NA,NA,,4225.876942,450,Chum Salmon,304,2,NA,306,2,0,0,2,0,2,2014
77,111-33-10100,Prospect Creek,7/26/14,"Dropped off at 8:55, a or near low tide. Overcast, light drizzle, water level normal. Counted live/dead on the way up creek. Both dead fish counted were apparent bear predation. Turned around at beaver dam, and began sampling on way down (11:02). Not as many fish in lower reach, and lower bug level than last time. 2 broken rods half way down creek. Most live fish remain lively. ",58.07546077,-133.8536921,,58.05470589,-133.8218368,,NA,NA,,2979.796264,450,Chum Salmon,232,2,NA,234,12,0,0,11,0,11,2014
78,111-33-10100,Prospect Creek,7/29/14,"Dropped off at 8:15, 1 hour before low tide. Started live/dead count on upstream walk. Very low visibility in lower reach/tide flats. Creek conditions: very high water/velocity, dangerous river condition, moderate to low visibility. Survey ended/forced to turn around at first long riffle section (9:30) due to difficulty and danger in walking up creek. All sampling conducted at 3-way split of stream in lower section of creek. 3 of 4 chum successfully pulled from creek were pre-spawn. Creek conditions made chum collection very difficult. Constant rain all day, very heavy at times, overcast. Picked up at 11:00, ~1.5 hr after low tide.",58.05385684,-133.8207321,,58.0635443,-133.8295284,,NA,NA,,1197.439052,450,Chum Salmon,187,0,NA,187,1,0,0,1,0,1,2014
79,111-33-10100,Prospect Creek,8/1/14,"Dropped off at ~08:45 at beach. Counted live/dead on way up creek, sampled chum on way down. Turned around ~10-15 minutes after seeing last chum, at beaver dam and Pride rock. Very sunny, clear, hot; very buggy when sun went behind mountains. Many fresh bear prints. All 3 dead chum counted were apparent predator caused mortalities. Increased amount of pink salmon in creek. Last pink seen above where last chum was seen at top of survey. Charter fly fisherman arrived at creek at same apporximate time as stream crew, fished in lower reach for Dolly Varden. Picked up at ~19:20, about 2 houres after high tide. Water level down from last visit, normal; visibility great. ~1/3 of chum sampled (post-spawn) were without mold.",58.05470818,-133.8211283,,58.07540344,-133.853701,,NA,NA,,3001.590493,450,Chum Salmon,462,3,NA,465,46,3,6.67,45,3,42,2014
80,111-33-10100,Prospect Creek,8/5/14,"Dropped off at beach at 0845, 15 min before high tide.  Conducted live/dead count on hike up creek for entire stream reach.  Conducted chum sampling on just the upper half of the stream on the way down.  Large amount of pink salmon observed.  Some prespawn chum pulled from creek and returned.  First non-predatory caused mortality seen.  Bear seen between 4th and 5th processing areas.  Partly cloudy/partly sunny. Very low water level in stream, good visibility.  High amount of pink salmon redds observed. Picked up at 1830.",58.05569074,-133.8230395,,58.07539849,-133.8538877,,NA,NA,,2851.925342,450,Chum Salmon,376,3,NA,379,66,7,10.77,65,7,58,2014
81,111-33-10100,Prospect Creek,8/6/14,"Arrived at shore at 08:45. Counted live/dead on hike up creek. Rainy, heavy at times. Due to overnight and early morning rains creek water level up and visibility lower. Creek conditions made chum collection and live/dead counts difficult early in the day, thus live/dead count likely underestimated. Turned around/ended live/dead count at first long riffle/rapids section before woods detour due to rising water and heavy rain. Chum captured on way down. Many moldy chum observed and sampled. High frequencey of pinks in lower reach. Picked up at ~16:00. Many seals observed in estuary. Fairly buggy in afternoon.",58.05593336,-133.8247432,,58.06321814,-133.829514,,NA,NA,,858.8616557,450,Chum Salmon,117,5,NA,122,60,6,10.17,59,6,53,2014
82,111-33-10100,Prospect Creek,8/9/14,"Arrived on the beach at 8:45, approximately two hours after low tide.  Consistent rain and coulds throughout the day.  Stream was low and clear early in the day, with increasing water level and turbidity throughout.  Live/Dead counts completed on the way up the stream.  Due to worries of rising water conditions, the entire reach of chum spawning areas was not sampled.  Many more pink salmon have entered the stream from last visit.  First non-predatory mortality observed of pink salmon.  A few prespawned chums were captured and released.  Pickup completed part way up the channel around 15:15.  Kelly Lawrence was also along for this creek survey.",58.0562219,-133.8248464,,58.07190047,-133.842794,,NA,NA,,2042.485249,450,Chum Salmon,250,5,NA,255,41,3,7.5,40,3,37,2014
83,111-33-10100,Prospect Creek,8/12/14,"Arrived at 08:45 at low tide of -3.9.  conducted live/dead count on hike up creek.  turned around at start of long riffle section before forest detour due to high water, and velocity making walking difficult and dangerous.  sampled chum on the way down creek high water and moderate visibility may have effected live counts and we got picked up on high tide at 15:30.  some fresh fish observed in lower section of stream.  less pinks observed down low on this hike .  increased number of redds throughout substraight and still many pinks.",58.05631279,-133.8247352,,58.06327676,-133.829651,,NA,NA,,828.1480994,450,Chum Salmon,126,6,NA,132,56,7,12.5,56,7,49,2014
84,111-33-10100,Prospect Creek,8/15/14,"Arrived at shore at ~08:50. Conducted alive/dead counts on way up creek. Hiked to Pride Rock/beaver dam. Weather: steady rain all day, heavy at times, overcast. Creek water level high and rising, visibility moderate, turning to low throughout day. At 2nd processing area water level was noticabley rising rapidly, and crew decided to bushwack through woods instead of risk walking down stream. Emerged  at lower reach and processed additional chum. Most dead chum were predation caused. Last pink seen above last chum. At least 6 gravel bar migration/ large woody debris recruitment in creek since last visit due to heavy rains/high water. Bear encountered on hike up. Mergansers and seals seen on way out on tide flats. Picked up at ~16:00.",58.0561587,-133.8247859,,58.07539601,-133.8536067,,NA,NA,,2735.81592,450,Chum Salmon,136,18,NA,154,23,0,0,23,0,23,2014
85,111-33-10100,Prospect Creek,8/16/14,"Arrived at shore at ~08:50, among morning fog. Conducted alive/dead count on hike up creek. Hiked up to start of long riffle section. Conducted chum sampling on way down. Saw Great Blue Heron. Parlty cloudy, partly sunny, breeze. Creek conditions: visibility good, level normal; highly improved from previous day. Several pre-spawn chum in lower reach. Picked up at 15:15.",58.0561695,-133.8249274,,58.06319831,-133.8298922,,NA,NA,,835.9261611,450,Chum Salmon,86,4,NA,90,45,2,4.44,45,2,43,2014
86,111-33-10100,Prospect Creek,8/19/14,"Dropped off on the beach around 08:45.  Live/dead count conducted on the way up the stream. Water was clear and moderately high early becoming normal throughout the day.  Weather was cloudy with little rain.  Great blue herons, merganser, and an unidentificed mustelid were upserved on the creek.  Four fly fishermen were encountered on our way in.  Two side channels were sampled, where fish had not been previously found.  Roughly 50 prespawn chum were observed in the lower reach.  Many more pink salmon were observed than chums, with many moldy pinks.  Crew was picked up at 16:30.",58.05631263,-133.8248282,,58.07270114,-133.8441621,,NA,NA,,2152.721453,450,Chum Salmon,85,10,NA,95,39,4,10.26,39,4,35,2014
87,111-33-10100,Prospect Creek,8/22/14,"Dropped off at the beach at 08:45.  Live/dead count was conducted on the way up the creek, beginning low in the intertidal zone and ending a 20 minute hike above the beaver dam.  No chums seen above the beaver damn although several pinks were observed.  The forest detour was omitted on the way up the creek to verify that no chums have been missed in that stretch.  Chum sampling was cunducted on the way down the creek.  Several green/prespawn chum were seen throughout the creek, the majority of which were observed in the lower half.  Lots of moldy pinks observed throughout.  The creek was clear and low, dropping throughout the day.  Weather was sunny to partly cloudy.  Probable wolf tracks were observed near totem tree sampling area in upper reach. Many bugs in the afternoon. Pickup around 17:45.",58.0511553,-133.8159802,,58.08326221,-133.864337,,NA,NA,,4575.362308,450,Chum Salmon,101,7,NA,108,15,0,0,15,0,15,2014
88,111-33-10100,Prospect Creek,8/23/14,"Dropped off on the beach at 08:45.  Live/dead count was conducted ont he way up the creek, to the first long riffle section.  Chum were sampled on the way down the creek.  Many non-moldy chum were observed in the lower section of the creek.  Creek was low and clear.  Weather was mostly cloudy.  Dolly varden were observed in spawning coloration.  Picked up at 15:00.",58.05622588,-133.8247214,,58.06313463,-133.8295907,,NA,NA,,821.4256959,450,Chum Salmon,94,1,NA,95,27,2,7.41,27,2,25,2014
89,111-33-10100,Prospect Creek,8/26/14,"Got dropped off at beach at 0845.  Counted fish on the way up.  Hiked upstream to the 2 large totem snags. Counted most of the observed chums in the lower stretch of the stream.  Many were still healthy and without mold.  Rain throughout the day, heavy at times.  Water visibility moderate at beginning of survey but turned poor later in the day. Sampled fish on the hike downstream.  Sow with 3 cubs observed in meadow on hike in.  Picked up at 1430. ",58.05629231,-133.8248303,,58.072573,-133.8441155,,NA,NA,,2141.016903,450,Chum Salmon,92,9,NA,101,11,0,0,11,0,11,2014
90,111-33-10100,Prospect Creek,8/29/14,"Dropped off at 1120.  Counted chum on hike upstream to the totem pole snags.  Many fresh chum seen this visit.  2 chum caught still had sea lice suggesting recent arrivals. Sow with 3 cubs seen on way up and on the way down.  Overcast, intermittant rain.  Water level low, visibility good.  Prespawn chum caught in both upper portion and lower portions of creek.  PIcked up at 1700. ",58.05585964,-133.8240672,,58.07261508,-133.8438972,,NA,NA,,2202.903773,450,Chum Salmon,90,5,NA,95,13,0,0,13,0,13,2014
91,111-33-10100,Prospect Creek,8/31/14,"Dropped off on tide flats at 0845.  Due to tides we fished in the lowest section with chums both on the way in and on the way out (Processing area #1 and #4 are in the same location).  After fishing in the lowest stretch we hiked upstream counting on the way.  Hiked up the the 2 large totem snags, before turning around and sampling on the way down.  Highest density of chum in the lowest stretches. Water level normal, visibility good - decreasing througout the day.  Rain throughout.  Many prespawn chum still observed throughout the creek.  Picked up at 1500.",58.05633911,-133.82487,,58.07284901,-133.8442086,,NA,NA,,2164.343222,450,Chum Salmon,119,4,NA,123,16,0,0,15,0,15,2014
92,111-33-10100,Prospect Creek,8/1/15,"SURVEY QUALITY: GOOD Started survey at low tide at 7:30 am sampling up stream. Water clarity clear through-out stream sample with high water flow up stream.  We surveyed up just before the bushwhack trail.  Surveyed end location around 9:30 am, but continued sampling downstream until 11:30 am.  Lots of pink salmon seen through-out creek.  Chum salmon that were able to be sampled looked non-ripe, but were found to be spawned out.  One female observed with one bad scain of eggs (A12).  Chums not seen in first major braid of stream where they have normally been sampled in previous years.  Most of live chum caught in first major hole in stream.  Four bears seen just after tidal flat.",58.04616866,-133.8087767,,58.06522023,-133.8328474,,NA,NA,,2553.881887,450,Chum Salmon,30,5,NA,35,15,9,60,15,9,6,2015
93,111-33-10100,Prospect Creek,8/9/15,"SURVEY QUALITY: FAIR Began survey at high tide around 8:30 am. Water levels were much lower than previous visit, so we were able to survey upper portions of creek. End location taken at 'pride rock' at around 1:00 pm. No chum salmon had been seen for half mile before deciding to collect end location. Water had high visibility, but large numbers of pink salmon along with large rocks and rapids made chum viewing difficult. Clear blue skies and sunshine with a slight breeze all day. Daytime high in the mid 60's. Sow and three cubs seen at large gravel bar before first rapids section. ",58.05127708,-133.8176188,,58.07542671,-133.8537813,,NA,NA,,3433.855603,450,Chum Salmon,141,61,NA,202,75,40,53.33,75,40,35,2015
94,111-33-10100,Prospect Creek,8/20/15,"SURVEY QUALITY: POOR Survey began at 8:30 am. Surveyed to the first rapid crossing. Unable to cros due to high water and poor clarity. Rained throughout survey, which ended at 10:30 am. ",58.0511182,-133.8150222,,58.06333884,-133.8296186,,NA,NA,,1610.980604,450,Chum Salmon,11,22,NA,33,21,7,36.84,19,7,12,2015
95,111-41-10050,Admiralty Creek,8/7/13,,58.16307317,-134.5393073,,58.1572237,-134.5266908,,NA,NA,,987.9791935,450,Chum Salmon,460,44,NA,504,82,1,1.25,80,1,79,2013
96,111-41-10050,Admiralty Creek,8/15/13,,58.17392155,-134.5626021,,58.17357547,-134.5529388,,NA,NA,,569.9528002,450,Chum Salmon,90,135,NA,225,95,5,5.75,87,5,82,2013
97,111-41-10050,Admiralty Creek,8/16/13,,58.14754999,-134.5148304,,58.16275939,-134.5388738,,NA,NA,,2207.635776,450,Chum Salmon,13,17,NA,30,7,0,0,7,0,7,2013
98,111-41-10050,Admiralty Creek,8/22/13,,58.17636902,-134.561675,,58.1719428,-134.5512338,,NA,NA,,787.7536603,450,Chum Salmon,15,20,NA,35,33,1,3.45,29,1,28,2013
99,111-41-10050,Admiralty Creek,8/23/13,,58.16152686,-134.5351644,,58.16561142,-134.5453718,,NA,NA,,753.6388905,450,Chum Salmon,9,21,NA,30,24,0,0,24,0,24,2013
